path,name,category,status,description,classes,functions,lines,size_bytes,modified,author,todo_count
minecraft-interface/src/leaves/construction-leaves.ts,construction-leaves.ts,"Minecraft client, leaves, interaction, navigation",active,* Construction Leaves - P0 stub leaves for building domain * * These leaves implement the building execution pipeline but do NOT mutate * inventory or world state. They check material presence (read-only) and * emit telemetry via `wouldConsume` / `stub: true` fields.,"PrepareSiteLeaf, BuildModuleLeaf, PlaceFeatureLeaf",,354,9916,2026-01-30T13:19:29.229008,@darianrosebrook,0
minecraft-interface/src/leaves/container-leaves.ts,container-leaves.ts,"Minecraft client, leaves, interaction, navigation",stable,"id management and tracking for containers in the Minecraft interface, providing state for chests and other storage leaves;  
 initializes and updates container metadata using position and window context;  
 ensures reliable identification and lifecycle management for tracked containers via the ContainerManager class.","ContainerManager, OpenContainerLeaf, TransferItemsLeaf, CloseContainerLeaf, InventoryManagementLeaf","calculateItemValues, analyzeCraftingOpportunities, optimizeStorageLayout, sortInventoryItems, compactInventoryStacks",1450,41333,2025-09-21T22:54:19.947832,@darianrosebrook,0
minecraft-interface/src/leaves/crafting-leaves.ts,crafting-leaves.ts,"Minecraft client, leaves, interaction, navigation",active,"Provides localized crafting, smelting, and inventory operations for leaves within the conscious-bot Minecraft interface. Implements recipe checks and placement logic with radius-based search and nearby workstation tracking. Enforces constraints such as max nearby workstations to prevent resource overload.","CraftRecipeLeaf, SmeltLeaf, PlaceWorkstationLeaf, IntrospectRecipeLeaf","countByName, findNearestBlock, countNearbyBlocks, parsePlaceAction, isStandableAdjacent",1069,32759,2026-02-01T16:53:22.894626,@darianrosebrook,0
minecraft-interface/src/leaves/farming-leaves.ts,farming-leaves.ts,"Minecraft client, leaves, interaction, navigation",active,"Provides functions to detect and manage crop and farmland interactions in the Minecraft world using the Mineflayer API and Vec3 for spatial checks. Implements harvesting, tilling, and farm state validation for supported crop and soil types. Central to the minecraft-interface/leaves module for autonomous agricultural actions.","TillSoilLeaf, PlantCropLeaf, HarvestCropLeaf, ManageFarmLeaf","isHarvestableCrop, isTillableSoil, isFarmland, getCropAge, isCropReady",1031,28117,2026-02-01T06:42:19.282249,@darianrosebrook,0
minecraft-interface/src/leaves/interaction-leaves.ts,interaction-leaves.ts,"Minecraft client, leaves, interaction, navigation",active,"Provides primitive leaves for Mineflayer-based interaction, including block placement and digging operations with safety guards and context-aware execution. Integrates the mineflayer-pathfinder module for pathfinding capabilities. Ensures robust error and state handling for the bot's leaf-level actions.","SimpleGoalNear, PlaceTorchIfNeededLeaf, RetreatAndBlockLeaf, DigBlockLeaf, AcquireMaterialLeaf",,2209,64702,2026-02-05T19:34:23.835654,@darianrosebrook,0
minecraft-interface/src/leaves/movement-leaves.ts,movement-leaves.ts,"Minecraft client, leaves, interaction, navigation",active,"Provides leaf movement commands for the conscious-bot Minecraft client, using the mineflayer-pathfinder module to implement pathfinding, movement execution, and safe navigation with timeout and error handling.","MoveToLeaf, StepForwardSafelyLeaf, FollowEntityLeaf, SterlingNavigateLeaf","ok, fail",833,25771,2026-02-03T18:31:23.322256,@darianrosebrook,0
minecraft-interface/src/leaves/sensing-leaves.ts,sensing-leaves.ts,"Minecraft client, leaves, interaction, navigation",active,Implements detection of hostile entities within a configurable radius using Bot's sensors.,"SenseHostilesLeaf, ChatLeaf, WaitLeaf, GetLightLevelLeaf, FindResourceLeaf",,817,22090,2026-02-01T06:45:04.578520,@darianrosebrook,0
minecraft-interface/src/leaves/world-interaction-leaves.ts,world-interaction-leaves.ts,"Minecraft client, leaves, interaction, navigation",active,"Provides block interaction detection for redstone components, doors, and trapdoors using the LeafImpl interface in the consciousness-bot Minecraft leaves module. Implements methods to identify and interact with redstone devices and structural entry points. Enforces safe and precise querying of block types within the world-interaction context for controlled automations.","InteractWithBlockLeaf, OperatePistonLeaf, ControlRedstoneLeaf, BuildStructureLeaf, EnvironmentalControlLeaf","isRedstoneComponent, isDoor, isInteractable, isContainer, isPiston",1454,40252,2026-02-01T06:43:15.005078,@darianrosebrook,0
minecraft-interface/src/long-journey-navigator.ts,long-journey-navigator.ts,"Minecraft client, leaves, interaction, navigation",active,"Provides chunk-based journey planning and dynamic waypoint management for long-distance navigation in the conscious-bot system. Implements multi-stage route computation, risk-aware path selection, and integrates real-time Minecraft observations for adaptive replanning. Manages player movement prediction and ensures safe traversal through known and unknown terrain.",LongJourneyNavigator,,866,26067,2026-01-28T23:04:01.965084,@darianrosebrook,0
minecraft-interface/src/memory-integration.ts,memory-integration.ts,"Minecraft client, leaves, interaction, navigation",active,Implements memory namespace activation for the current Minecraft world and synchronizes context with the memory system. Maintains a world-specific session ID and server connection details. Ensures the memory components are properly initialized when entering new environments.,MemoryIntegrationService,,251,6457,2026-02-03T18:31:27.153450,@darianrosebrook,0
minecraft-interface/src/navigation-bridge.ts,navigation-bridge.ts,"Minecraft client, leaves, interaction, navigation",active,"LitePathPlanner integrates D* Lite pathfinding with Mineflayer actions to compute efficient, obstacle-aware navigation within the Minecraft world state","MockNavigationSystem, NavigationBridge, TerrainAnalyzer, DynamicReconfigurator",,1952,58086,2026-02-04T12:30:23.169691,@darianrosebrook,0
minecraft-interface/src/navigation-lease-manager.ts,navigation-lease-manager.ts,"Minecraft client, leaves, interaction, navigation",active,"Implements a ref-counted mutual-exclusion lock for controlling pathfinder navigation access in the conscious-bot Minecraft interface. Maintains lease state, handles priority ranking, and invokes the onPreempt callback during emergency preemption. Ensures only one navigation operation holds the lease at a time, preventing concurrent pathfinding.",NavigationLeaseManager,,164,4814,2026-02-02T20:49:05.681340,@darianrosebrook,0
minecraft-interface/src/neural-terrain-predictor.ts,neural-terrain-predictor.ts,"Minecraft client, leaves, interaction, navigation",active,"Layered terrain analysis engine that predicts walkability, hazards, and resource locations using a configurable neural network model. Implements real-time feature extraction from Minecraft world data and provides confidence scores for each prediction. Integrates with the bot's navigation and safety modules for autonomous pathfinding in dynamic environments.","NeuralNetwork, TerrainPatternRecognizer, PredictivePathfinder, SocialLearningSystem, NeuralTerrainPredictor",,794,22124,2026-01-28T23:04:22.818094,@darianrosebrook,0
minecraft-interface/src/observation-mapper.ts,observation-mapper.ts,"Minecraft client, leaves, interaction, navigation",active,Contextualizes bot's perception data by transforming mineflayer events into PlanningContext worldState representations suitable for cognitive planning. Extracts key game state from Bot and delegates sensor data processing via the signal processor. Enables the cognitive module to interpret current Minecraft environment for decision-making.,ObservationMapper,,701,19764,2026-02-01T03:03:40.661021,@darianrosebrook,0
minecraft-interface/src/plan-executor.ts,plan-executor.ts,"Minecraft client, leaves, interaction, navigation",active,"step executions in Minecraft using the BotAdapter and ObservationMapper, translating high-level plans into actions, and managing state via the StateMachineWrapper to ensure safe and adaptive task completion",PlanExecutor,,946,28192,2026-02-02T17:14:26.660206,@darianrosebrook,1
minecraft-interface/src/reflex/index.ts,index.ts,"Minecraft client, leaves, interaction, navigation",active,,,,12,240,2026-01-31T20:32:09.975343,,0
minecraft-interface/src/reflex/reflex-arbitrator.ts,reflex-arbitrator.ts,"Minecraft client, leaves, interaction, navigation",active,"Implements reflex priority management during N-tick events for the conscious-bot Minecraft interface. Triggers reflex override, pauses the planner, and emits typed ReflexEvent to indicate mode changes. Ensures exclusive reflex control until the duration ends or exit is called.",ReflexArbitrator,,114,2943,2026-01-31T20:32:06.741220,,0
minecraft-interface/src/reflex/reflex-safety.ts,reflex-safety.ts,"Minecraft client, leaves, interaction, navigation",active,"State machine for real-time threat assessment in the reflex layer. Processes TrackSet snapshots, classifies threats via TrackSummary, and returns appropriate safety actions without LLM or cognition involvement. Provides fast, synchronous evaluation to prevent unsafe reflex triggers.",,"assessReflexThreats, toExecutionSnapshot",83,2297,2026-01-31T20:31:51.320240,,0
minecraft-interface/src/server.ts,server.ts,"Minecraft client, leaves, interaction, navigation",active,"Provides leaf handlers for real-time Minecraft interaction via HTTP endpoints. Implements movement, digging, and resource-handling logic for the bot's in-game actions. Ensures secure and resilient communication with the bot's core services.",WebSocketStateTracker,"startObservationBroadcast, tryStartObservationBroadcast, stopObservationBroadcast, broadcastBotStateUpdate, setupBotStateWebSocket",3056,94787,2026-02-05T19:34:23.863796,@darianrosebrook,2
minecraft-interface/src/signal-processor.ts,signal-processor.ts,"Minecraft client, leaves, interaction, navigation",active,"Implements conversion of Minecraft world state into high-level signals for the planning module. Processes health, hunger, fatigue, and threat data to detect homeostasis needs. Maintains historical trends for exploration and social context to guide the bot's decisions.",MinecraftSignalProcessor,createMinecraftSignalProcessor,1103,33249,2026-01-28T17:00:45.869010,@darianrosebrook,0
minecraft-interface/src/simulation-stub.ts,simulation-stub.ts,"Minecraft client, leaves, interaction, navigation",stable,"Provides a simulated Minecraft environment for the bot's interface testing. Exposes core methods such as player movement, entity interaction, and block access to the simulation. Enables the cognitive and planning modules to interpret state and perform actions in a controlled, mock world.",SimulatedMinecraftInterface,createSimulatedMinecraftInterface,448,11237,2025-08-23T19:49:49.908768,@darianrosebrook,0
minecraft-interface/src/skill-composer/skill-composer.ts,skill-composer.ts,"Minecraft client, leaves, interaction, navigation",stable,"parameters and returns a composable skill for the bot's execution. It assembles selected leaves into a structured behavior with input/output type mappings, execution order, and complexity estimation. This enables the bot to dynamically combine sensing and action leaves into coherent navigation and task skills.",SkillComposer,,1133,32653,2025-09-01T18:58:08.317483,@darianrosebrook,0
minecraft-interface/src/standalone-simple.ts,standalone-simple.ts,"Minecraft client, leaves, interaction, navigation",active,"State updates the bot's position and inventory tracking in the Minecraft world, handling basic user input via SimpleAction, and emits events as part of the cognitive processing pipeline in the conscious-bot architecture.",SimpleMinecraftInterface,createSimpleMinecraftInterface,1210,34144,2026-01-28T23:03:09.453509,@darianrosebrook,5
minecraft-interface/src/standalone.ts,standalone.ts,"Minecraft client, leaves, interaction, navigation",active,"Implements real-time Minecraft server connection and basic interaction for the conscious-bot framework. Initializes and manages the BotAdapter, ObservationMapper, and ActionTranslator components. Enables direct input/output without requiring integrated planning or full UI.",StandaloneMinecraftInterface,createStandaloneMinecraftInterface,224,6172,2026-02-03T03:31:37.299635,@darianrosebrook,0
minecraft-interface/src/startup-barrier.ts,startup-barrier.ts,"Minecraft client, leaves, interaction, navigation",active,"Provides a startup barrier for the minecraft-interface module, blocking main processing until all required services report ready. Tracks which services are available and waits for the BeliefBus, cognition emission, and observation broadcast to initialize.",,"isSystemReady, isFullyReady, getSystemReadyState, getReadyServiceCount, getExpectedServiceCount",234,6531,2026-02-04T11:04:07.023972,,0
minecraft-interface/src/threat-perception-manager.ts,threat-perception-manager.ts,"Minecraft client, leaves, interaction, navigation",active,Implements threat perception for the conscious-bot's Minecraft client by detecting entities via raycasting and line-of-sight checks. Maintains a persistent threat map and enforces configurable sensing limits to prevent omniscient behavior. Updates threat states and logs according to specified timing to balance awareness and performance.,ThreatPerceptionManager,,345,10835,2026-02-01T03:03:40.179581,@darianrosebrook,0
minecraft-interface/src/types.ts,types.ts,"Minecraft client, leaves, interaction, navigation",active,"Step 1: Defines TypeScript types for the conscious-bot's Minecraft navigation and hazard awareness modules. Step 2: Provides configuration types for movement costs, path optimization, and environmental factors like lava, mobs, and water. Step 3: Enables consistent integration with the planning and interaction subsystems for safe and intelligent agent behavior in Minecraft.",,,480,10349,2026-02-02T23:02:23.948303,@darianrosebrook,0
minecraft-interface/src/utils.ts,utils.ts,"Minecraft client, leaves, interaction, navigation",active,"Provides utilities for validating and preparing the bot's Minecraft connection settings. Implements default and partial configuration merging with strict parameter checks. Ensures robust handling of host, port, and username for the bot's interface initialization.",,"createDefaultBotConfig, validateBotConfig, parseBotConfigFromArgs, formatTelemetryOutput, createPerformanceSummary",163,4656,2026-02-03T03:31:38.357986,@darianrosebrook,0
minecraft-interface/src/viewer-enhancements.ts,viewer-enhancements.ts,"Minecraft client, leaves, interaction, navigation",active,"Provides advanced entity animation and lighting rendering for the prismarine viewer in conscious-bot's Minecraft interface. Implements skeletal walk cycle, movement interpolation, and real-time lighting updates. Ensures smooth and accurate visualization of in-game entities and environmental effects.","that, EnhancedViewer","createEnhancedViewer, applyViewerEnhancements",444,12552,2026-02-04T09:14:56.801574,@darianrosebrook,0
minecraft-interface/src/water-navigation-manager.ts,water-navigation-manager.ts,"Minecraft client, leaves, interaction, navigation",active,"Provides water navigation logic for the conscious-bot by assessing buoyancy and current conditions, selecting optimal movement strategies, and calculating safe paths for the agent.",WaterNavigationManager,,818,24694,2026-01-30T21:48:10.969283,@darianrosebrook,0
planning/scripts/run-smoke.ts,run-smoke.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Provides a smoke test for the conscious-bot's planning module by starting the server, checking health and state endpoints, and properly shutting down processing and interval timers. Implements endpoint validation logic using fetch calls to /health and /state. Ensures clean termination of the cognitiveThoughtProcessor and planning interval to verify system integrity.",,"sleep, main",57,1751,2026-01-28T23:01:24.945412,,0
planning/src/__internal_types.ts,__internal_types.ts,"Task integration, Sterling solver, cognitive thought processor",stable,"types Provide type definitions used exclusively within the planning module of conscious-bot for robust task representation and local execution.  
They ensure consistent data structures for the Sterling solver and cognitive thought processor.  
These internal types support type safety and interoperability across the planning package components.",,,8,174,2025-08-21T11:10:01.214401,@darianrosebrook,0
planning/src/behavior-trees/BehaviorTreeRunner.ts,BehaviorTreeRunner.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Implements the execution of planning options via Behavior Trees, streaming real-time tick feedback and node status updates for the cognitive reasoning process.","DefaultConditionEvaluator, BehaviorTreeRunner, default, default, BTRun",,1411,41780,2026-02-04T11:42:34.779380,@darianrosebrook,0
planning/src/cognitive-integration.ts,cognitive-integration.ts,"Task integration, Sterling solver, cognitive thought processor",stable,Provides bidirectional communication between the planning and cognitive modules. Manages task reflection storage for learning and retry decisions. Enforces feedback loops to ensure goal assessment and adaptive behavior in the cognitive integration layer.,CognitiveIntegration,,448,13263,2025-09-21T12:18:18.754411,@darianrosebrook,0
planning/src/cognitive-thought-processor.ts,cognitive-thought-processor.ts,"Task integration, Sterling solver, cognitive thought processor",active,"State manages and structures cognitive thoughts into actionable plans for the Sterling solver, using the thought processing interval and batch size to schedule task generation. Integrates with memory and MCP via configurable pipelines and endpoints. Transforms high-level intentions and reflections into executable planning tasks with optional tool discovery and signal extraction.","HttpPlanningClient, HttpMemoryClient, HttpCognitiveClient, CognitiveThoughtProcessor",,1739,52783,2026-02-05T19:34:23.829314,@darianrosebrook,0
planning/src/constraints/constraint-model.ts,constraint-model.ts,"Task integration, Sterling solver, cognitive thought processor",active,"must ensure module dependencies are respected and propagate reachability checks for the bot to access required areas using Dependency, Reachability, and Support constraints.",,"extractDependencyConstraints, extractSupportConstraints, extractReachabilityConstraints",148,4587,2026-02-01T16:02:15.614269,@darianrosebrook,0
planning/src/constraints/dag-builder.ts,dag-builder.ts,"Task integration, Sterling solver, cognitive thought processor",active,Builds a PartialOrderPlan DAG from building modules and their solve steps. Detects conflicts by analyzing moduleType for commuting paths. Returns a blocked decision with detailed node count exceeding MAX_DAG_NODES bound.,,"buildDagFromModules, deriveConflictKeys, hasConflictKeyOverlap",252,7282,2026-02-01T16:12:32.399119,@darianrosebrook,0
planning/src/constraints/execution-advisor.ts,execution-advisor.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Provides execution readiness assessment for the Sterling planner by evaluating the Rig G metadata version, feasibility, and parallelism recommendations. Fails-closed on unsupported versions, blocking execution and suggesting replanning. Recommends optimal task parallelization and identifies reorderable commuting pairs for efficient plan execution.",,adviseExecution,86,2640,2026-02-01T02:37:26.475935,@darianrosebrook,0
planning/src/constraints/feasibility-checker.ts,feasibility-checker.ts,"Task integration, Sterling solver, cognitive thought processor",active,"conscious-bot's planning module uses a feasibility checker to validate PartialOrderPlan instances against PlanConstraint models, returning a PlanningDecision with typed feasibility result and any dependency or reachability violations. It ensures that all required modules are present and the plan meets positional reachability requirements before advancing execution.",,,212,7369,2026-02-01T16:02:26.135092,@darianrosebrook,0
planning/src/constraints/index.ts,index.ts,"Task integration, Sterling solver, cognitive thought processor",active,"* Constraints Module — Partial-Order Plans, Feasibility, Linearization * * @author @darianrosebrook",,,61,1421,2026-02-01T16:02:46.624386,@darianrosebrook,0
planning/src/constraints/linearization.ts,linearization.ts,"Task integration, Sterling solver, cognitive thought processor",active,"stepwise order the nodes of a PartialOrderPlan using Kahn's algorithm, prioritizing nodes by content-identified IDs when multiple are ready, and emits a LinearizationResult with the final order, ready-set size history, and a schema-versioned digest for traceability",,insertSorted,149,4575,2026-02-01T01:44:31.670173,@darianrosebrook,0
planning/src/constraints/partial-order-plan.ts,partial-order-plan.ts,"Task integration, Sterling solver, cognitive thought processor",active,Provides a DAG-based structure for representing module dependencies in a partial order within the conscious-bot planning system. Nodes encode module identifiers and data with content-addressed IDs and optional conflict keys for conflict detection. Enables deterministic plan serialization while deferring geometric constraints until modules receive position data.,,computeNodeId,122,4176,2026-02-01T16:02:32.168904,@darianrosebrook,0
planning/src/constraints/planning-decisions.ts,planning-decisions.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Provides a discriminated-union type for modeling planning function outcomes in the conscious-bot's task integration module. Implements PlanningDecision<T> to encapsulate success, blocked reasons, and errors from the planner. Ensures callers receive clear, structured feedback for diagnostics and safe retry logic.",,,30,871,2026-02-01T02:09:47.934674,@darianrosebrook,0
planning/src/constraints/signals.ts,signals.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Provides computation of key planning signals from partial-order and feasibility analysis. Calculates node and edge counts, linearization metrics (mean, p95), and aggregates rejection statistics from violated constraints. Supplies these signals to the cognitive module for decision-making.",,computeP95,66,2205,2026-02-01T02:11:56.362128,@darianrosebrook,0
planning/src/environment-integration.ts,environment-integration.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Provides real-time Minecraft environment data including biome, weather, position, and entity/block detection to the cognitive planner. Integrates inventory tracking and resource assessment for the bot's decision-making process. Supplies structured input for the Sterling solver to determine actionable goals.",EnvironmentIntegration,,736,19105,2026-02-01T03:03:40.616637,@darianrosebrook,0
planning/src/executor/index.ts,index.ts,"Task integration, Sterling solver, cognitive thought processor",active,"* Executor utilities: Sterling step execution, extracted for testability. * * @author @darianrosebrook",,,11,295,2026-02-07T00:41:15.648754,@darianrosebrook,0
planning/src/executor/sterling-step-executor.ts,sterling-step-executor.ts,"Task integration, Sterling solver, cognitive thought processor",active,"stepExecution handles a single Sterling step by validating and normalizing inputs, checking eligibility, and dispatching execution via the provided context, ensuring safety and correct state transitions for the cognitive task manager.",,"isNavigatingError, executeSterlingStep",648,20737,2026-02-07T15:57:08.630338,@darianrosebrook,0
planning/src/executor/sterling-step-executor.types.ts,sterling-step-executor.types.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Provides type definitions for the Sterling step executor in the conscious-bot planning module. Enforces configuration and context interfaces for task integration and execution, ensuring strict separation of concerns and testability via dependency injection. Manages step execution signals, abort handling, and event logging within the cognitive task planning workflow.",,,115,3433,2026-02-07T15:56:16.425953,@darianrosebrook,0
planning/src/goal-formulation/advanced-signal-processor.ts,advanced-signal-processor.ts,"Task integration, Sterling solver, cognitive thought processor",stable,"Provides advanced signal fusion for the cognitive planner, converting raw internal and environmental signals into urgency-aware, context-rich inputs for decision making.",AdvancedSignalProcessor,clamp,641,18458,2025-08-30T02:39:07.793635,@darianrosebrook,0
planning/src/goal-formulation/goal-generator.ts,goal-generator.ts,"Task integration, Sterling solver, cognitive thought processor",stable,"* Advanced goal generation with templates, feasibility analysis, and decomposition. * * Implements sophisticated goal generation that transforms needs into concrete, * feasible objectives with proper decomposition and resource analysis. * * Author: @darianrosebrook","GoalGenerator, ResourceAnalyzer, SpatialAnalyzer",,908,28551,2025-09-21T15:06:50.683563,@darianrosebrook,0
planning/src/goal-formulation/goal-manager.ts,goal-manager.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Implements the core goal manager for the conscious-bot's planning module, orchestrating signal processing, goal generation, and priority ranking. Integrates AdvancedSignalProcessor, GoalGenerator, and PriorityScorer to transform user signals into structured goals and rank them effectively. Ensures robust goal selection, latency tracking, and safety checks for dynamic planning workflows.",GoalManager,,556,14813,2026-02-01T03:03:40.622804,@darianrosebrook,0
planning/src/goal-formulation/homeostasis-monitor.ts,homeostasis-monitor.ts,"Task integration, Sterling solver, cognitive thought processor",stable,Implements real-time sampling of the cognitive state and synthesizes a normalized HomeostasisState by merging live signals with default values for missing data.,HomeostasisMonitor,getDefaultHomeostasis,82,2728,2025-09-21T15:06:50.683610,@darianrosebrook,0
planning/src/goal-formulation/need-generator.ts,need-generator.ts,"Task integration, Sterling solver, cognitive thought processor",stable,"with current health metrics, generates prioritized safety and survival needs for the conscious-bot's planning pipeline, computing urgency and intensity from the HomeostasisState, and ensures robust execution with safe defaults and early return guards.",,generateNeeds,137,3821,2025-10-14T18:03:46.070435,@darianrosebrook,0
planning/src/goal-formulation/priority-scorer.ts,priority-scorer.ts,"Task integration, Sterling solver, cognitive thought processor",stable,"Implements multi-factor priority scoring for goal evaluation, combining urgency, context, risk, commitment, novelty, and opportunity cost. Analyzes candidate goals using weighted metrics and risk assessment to rank planning options. Returns detailed breakdowns for optimal task selection by the conscious-bot's planner.",PriorityScorer,,513,14052,2025-08-24T19:14:52.170979,@darianrosebrook,0
planning/src/goal-formulation/task-bootstrapper.ts,task-bootstrapper.ts,"Task integration, Sterling solver, cognitive thought processor",active,Defines TaskBootstrapper.,TaskBootstrapper,,700,19396,2026-02-01T03:03:40.703262,,0
planning/src/goal-formulation/utility-calculator.ts,utility-calculator.ts,"Task integration, Sterling solver, cognitive thought processor",stable,"Provides utility score calculations for task prioritization within the conscious-bot planning module. Implements weighted sum of intensity, urgency, health, and safety factors to evaluate task relevance.",,"createWeightedUtility, avg, clamp",44,1188,2025-08-24T19:14:52.170906,@darianrosebrook,0
planning/src/goals/activation-reactor.ts,activation-reactor.ts,"Task integration, Sterling solver, cognitive thought processor",active,state the activation criteria for goal selection in the conscious-bot planning pipeline using relevance scores and budget limits,ActivationReactor,"computeRelevance, computeProximityScore",277,8447,2026-02-01T06:29:32.616190,,0
planning/src/goals/completion-checker.ts,completion-checker.ts,"Task integration, Sterling solver, cognitive thought processor",active,";Provides goal completion verification logic for the conscious-bot's planning module, monitoring the number of passes until stability criteria are met and handling failed or regression scenarios by restarting the task when necessary",,"checkCompletion, applyCompletionOutcome",147,4751,2026-02-01T06:33:35.382748,,0
planning/src/goals/effect-partitioning.ts,effect-partitioning.ts,"Task integration, Sterling solver, cognitive thought processor",active,Provides a pure function to partition SyncEffect arrays into those targeting the current task (via apply_hold/clear_hold) and others.,,"partitionSelfHoldEffects, applySelfHoldEffects",89,2629,2026-02-01T09:05:44.622315,,0
planning/src/goals/goal-binding-normalize.ts,goal-binding-normalize.ts,"Task integration, Sterling solver, cognitive thought processor",active,"mapping goal binding states to task metadata to ensure consistency and prevent contradictions in blocked reasons and hold status. It validates that a paused task must have a proper GoalHold, enforcing the state binding protocol. By checking these mappings, it detects illegal states and maintains the correct representation of task and goal binding information.",,"detectIllegalStates, assertConsistentGoalState, syncHoldToTaskFields, applyHold, clearHold",215,7546,2026-02-01T09:23:40.896104,,0
planning/src/goals/goal-binding-types.ts,goal-binding-types.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Provides goal-binding types for the cognitive planner, defining how strategic goals are linked to executable tasks via goalBinding fields. Implements a goal hold state with reason types and hysteresis mechanisms for safe resumption. Ensures consistent mapping between goals and tasks during execution suspension.",,name,113,3358,2026-02-01T06:05:38.054804,,0
planning/src/goals/goal-hold-manager.ts,goal-hold-manager.ts,"Task integration, Sterling solver, cognitive thought processor",active,"binding the hold state of goal-bound tasks, the GoalHoldManager enforces manual pauses as unbreakable and validates hold reasons, synchronizing hold information with task fields, and preventing unauthorized hold clearance until review or reset by the manager.",,"isKnownHoldReason, requestHold, requestClearHold, isHoldDueForReview, isManuallyPaused",205,6445,2026-02-01T06:25:58.446679,ity,0
planning/src/goals/goal-identity.ts,goal-identity.ts,"Task integration, Sterling solver, cognitive thought processor",active,Implements region hashing for goal proximity detection. Generates a coarse region key from position coordinates to group nearby goals. Ensures that goals in the same area receive the same key for efficient deduplication. Used by the planning module to determine sticky goal identity during Phase A.,,"hashGoalKey, coarseRegion, computeProvisionalKey, computeAnchoredKey, anchorGoalIdentity",192,6080,2026-02-01T06:08:56.538881,,0
planning/src/goals/goal-lifecycle-events.ts,goal-lifecycle-events.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Provides goal lifecycle event emitters for transparent goal-binding tracking in the conscious-bot planning module. Implements event types such as GoalCreatedEvent and GoalResolvedEvent to record goal lifecycle states. Enables integration with debugging, monitoring, and audit systems for reliable goal management.",GoalLifecycleCollector,"now, goalCreatedEvent, goalResolvedEvent, goalVerificationEvent, goalCompletedEvent",265,6220,2026-02-01T06:36:06.070658,,0
planning/src/goals/goal-lifecycle-hooks.ts,goal-lifecycle-hooks.ts,"Task integration, Sterling solver, cognitive thought processor",active,plan execution updates by firing lifecycle hooks when a task's status changes and propagating sync effects to the goal-binding protocol,,"onTaskStatusChanged, onGoalAction, onTaskProgressUpdated, applySyncEffects",201,6098,2026-02-01T09:10:32.394649,,0
planning/src/goals/goal-resolver.ts,goal-resolver.ts,"Task integration, Sterling solver, cognitive thought processor",active,"* Goal Resolver * * Resolves incoming goal intent to one of three outcomes: * - ""continue"": existing non-terminal task matches → return its ID * - ""already_satisfied"": completed task passes verifier → no new task * - ""create"": no match → create a new task with goalBinding * * Scoring and candidate selection are separated from mutation so matching * correctness can be tested independently (commit...",GoalResolver,"computeTotal, scoreCandidate, findCandidates, isWithinSatisfactionScope, resolveGoalDry",472,15425,2026-02-01T08:13:19.858369,,0
planning/src/goals/goal-task-sync.ts,goal-task-sync.ts,"Task integration, Sterling solver, cognitive thought processor",active,state machine that synchronizes Goal status with Task status changes using a pure reducer; translates task transitions into goal effects and vice versa according to the Goal-Task Binding Protocol; ensures consistent and reliable cross-layer state alignment for the conscious-bot's planning and execution layers,,"taskStatusToGoalStatus, reduceTaskEvent, reduceGoalEvent, detectGoalTaskDrift, resolveDrift",332,11172,2026-02-01T06:23:49.502005,,0
planning/src/goals/index.ts,index.ts,"Task integration, Sterling solver, cognitive thought processor",active,* Goal Binding Protocol — Public API * * Exports the full goal-binding subsystem for use by other packages. * * @see docs/internal/goal-binding-protocol.md,,,68,3894,2026-02-02T01:08:19.712542,,0
planning/src/goals/keyed-mutex.ts,keyed-mutex.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Provides a per-key mutex for atomic task execution in the conscious-bot planning layer. Ensures only one non-terminal task per (goalType, goalKey) runs at a time. Central to the goal resolver's lock acquisition and release protocol.",KeyedMutex,,74,2004,2026-02-01T06:07:43.676878,,0
planning/src/goals/periodic-review.ts,periodic-review.ts,"Task integration, Sterling solver, cognitive thought processor",active,";Implements periodic goal-task alignment checks. Scans current holds for staleness, goal-task drift, and manual pauses. Generates drift reports and notifies the synchronization mechanism for corrective actions.",,runPeriodicReview,135,4311,2026-02-01T06:31:06.546594,,0
planning/src/goals/preemption-budget.ts,preemption-budget.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Implements a preemption budget for tasks that are interrupted, allowing them to safely wind down within a 3-step or 5-second limit after a preemption signal. Tracks steps consumed and triggers a pause when the budget expires. Ensures graceful interruption without mid-action state corruption.",PreemptionCoordinator,"createPreemptionBudget, consumeStep, checkBudget, buildHoldWitness, isValidWitness",249,7389,2026-02-01T06:27:49.610984,,0
